Reference	ID	Tags	Quote	Occurrence	Question	Response
48:3	r0en	application			Why is there no peace between God and people?	When Adam and Eve sinned, they and their descendants became enemies of God. Therefore, there is no peace between God and people.
48:6	fg5l	application			Why did God require sacrifices if they cannot save people from their sins?	God required sacrifices in order to show them that only Jesus, the perfect high priest, could offer a sacrifice that would take away their sins. Any other sacrifice does not save us, but only shows us that we need to believe in Jesus.
48:7	o4wq	application			Who does God want to save from their sins?	God wants to save people from every people group from their sins. Therefore, we must proclaim the message about Jesus to every people group so they can believe in Jesus and be saved.
48:8	uaau	application			How does the Lamb of God keep God from punishing those who believe in him?	Jesus was perfect, and never sinned. Therefore, when he shed his blood, he died to pay the penalty for our sins, and not for his own. We can be confident, then, that God will not punish us, since Jesus has already paid for our sins.
48:11	ld40	application			How does a person accept the New Covenant?	The New Covenant that God made with us means that anyone who believes in Jesus belongs to God. It is no longer necessary to obey the Law (that is, the Old Covenant) in order to be saved. Jesus already completely fulfilled the Law. We only need to believe in him in order to be saved.
48:13-14	iorr	application			How is Jesus a greater king than King David?	King David ruled over Israel. But Jesus will rule over the entire universe. Therefore, he is a greater king than his ancestor, King David.
48:1-14	kdmf	summary				The world was perfect when God created it. But Adam and Eve sinned against God. As a result, they and their ancestors became sinners and enemies of God. But God chose to make a way for there to be peace between God and people. He sent his Son, Jesus, as a great high priest to sacrifice himself as the Lamb of God to pay for our sins. No other sacrifice could do that. Everyone who believes in Jesus belongs to God, and God will not punish them. God wants people from every people group to believe in Jesus and be part of his kingdom when he will rule over the entire universe with justice and peace.
49:1	g20b	meaning			How did Mary become pregnant with Jesus?	She was a virgin, but the Holy Spirit came to her and made her become pregnant (See: [49:1](49/01)).
49:5	x826	meaning			What did Jesus say was better than anything else in the world?	He said to be in the kingdom of God was better than anything else in the world (See: [49:5](49/05)).
49:6	udxq	meaning			Who did Jesus say were like good soil?	People who receive the good news about Jesus are like good soil, and God will save them (See: [49:6](49/06)).
49:7	hj31	meaning			What does God want to do for sinners because he loves them very much?	He wants to forgive them and to make them his children (See: [49:7](49/07)).
49:9	mxt9	meaning			How did God show that he loves everyone in the world?	He gave his only Son to receive the punishment due to sinners so that those who believe in him will escape the punishment and live with him forever (See: [49:9](49/09)).
49:11	lwy4	meaning			How is Jesus the perfect sacrifice to take away your sins?	Jesus never sinned, but he took the place of all sinners, receiving the punishment for sin (See: [49:11](49/11)).
49:15	beie	meaning			What do you need to do in order to become a follower of Jesus?	If you believe in Jesus and confess what he has done for you, you are a follower of Jesus (See: [49:15](49/15)).
49:17	rvhj	meaning			Does Satan tempt followers of Jesus to sin?	Yes, Satan will still tempt followers of Jesus to sin. But if you confess your sins, God will forgive you (See: [49:17](49/17)).
49:18	hx41	meaning			How can you become a strong friend of Jesus?	You will be a strong friend of Jesus if you pray and study his word, worship together with other followers of Jesus, and tell other people what Jesus has done for you (See: [49:18](49/18)).
49:1	rgas	application			Why is it important to us that Jesus is human as well as God?	Because Jesus is human as well as divine he can understand our struggles and weaknesses and will help us to serve God.
49:2	pvgw	application			Why can we be confident that Jesus is God?	He did many powerful miracles for many people that proved he was God. He walked on water, calmed storms, healed sick people, drove out demons, and even raised dead people to life. If he were only a man, he would not have been able to do these things.
49:5	s7f1	application			How can you know that you will be in God’s kingdom?	If you believe in Jesus and ask him to forgive your sins, God will save you and invite you into his kingdom.
49:6	faaf	application			What kind of soil are you—good soil, or hard soil on a path?	Only you can answer that question.
49:14	ezvh	application			Will you pay for your own sins against God, or have you asked Jesus to pay for your sins?	Only you can answer that question.
49:16	m7uo	application			Have you become a friend of God and a child of God, or are you still an enemy of God?	Only you can answer that question.
49:17-18	nt4v	application			What are you doing to become a strong friend of God?	Only you can answer that question.
49:1-18	jewy	summary				God sent his Son into the world to be human as well as divine. Jesus did many powerful miracles to prove he is the Son of God. Becoming human, he understood our weaknesses and struggles. Being divine, he is able to save us from our sins and make us friends and children of God. He taught us about God and his kingdom, and showed us how to live as his followers. He made it possible for all people to repent of their sins. We can ask God to forgive us because Jesus died for us. God wants every person to hear this message, and to believe in Jesus.
